gene	score	normalized_score
EIF2B3	60.910220632997266	81.08062616068285
LCA5	60.90061553399727	81.06784033536222
MTFMT	60.89928828399727	81.06607356683054
COL3A1	60.89014853399728	81.05390719072403
AP1S1	60.86865560399728	81.02529688190694
CLCN4	60.867970202997284	81.02438451052373
MYORG	60.32798590199728	80.30558453267074
TMEM240	60.32734405299728	80.30473013552228
CREBBP	60.32595935099729	80.30288688977404
FAT2	60.30840258199729	80.27951620076514
KCNC3	60.30840258199729	80.27951620076514
TOE1	60.305099051997296	80.27511870756683
ABCD4	60.3014077319973	80.2702050077994
PAX6	60.3007223309973	80.2692926364162
GJB4	60.296455891997304	80.2636133671244
CHAT	60.2931772019973	80.25924893968639
EXOC6B	60.2572257729973	80.21139220325696
PHIP	60.2527809719973	80.20547550743
PHC1	60.252095570997305	80.20456313604677
GPC1	60.25141016999731	80.20365076466355
CPLX1	60.25076832099731	80.20279636751509
BAP1	59.805534210997315	79.61012308457944
SAMHD1	59.805534210997315	79.61012308457944
PREPL	59.80420696099732	79.60835631604778
SLC6A4	59.80090343099732	79.60395882284948
NR5A1	59.80090343099732	79.60395882284948
ALDH18A1	59.80090343099732	79.60395882284948
NODAL	59.78836075099733	79.58726263725757
MLPH	59.78771890199733	79.58640824010911
SHOC2	59.78771890199733	79.58640824010911
MAP1B	59.78444021199733	79.58204381267109
MYLK	59.77749577199733	79.57279972296523
ATP6V1E1	59.77316677199733	79.56703717561271
IFT74	59.76349967199734	79.55416881767522
USP45	59.76349967199734	79.55416881767522
ACTG2	59.76217242199734	79.55240204914354
HDAC8	59.75219370199734	79.53911887831484
CHD8	59.745216731997346	79.52983148630697
CNGB3	59.74197071299735	79.52551054886308
C12ORF4	59.74197071299735	79.52551054886308
NEXN	59.69461897199736	79.46247828974174
ALKBH8	59.69461897199736	79.46247828974174
ADH1C	59.69329172199736	79.46071152121006
RD3	59.69298288899736	79.46030041823327
TULP1	59.69165563899737	79.45853364970161
ARCN1	59.68796431899737	79.45361994993416
LRP12	59.685346189997375	79.45013482811909
SPAG1	59.685346189997375	79.45013482811909
FOLR1	59.685346189997375	79.45013482811909
ADSL	59.68470434099738	79.44928043097063
CISD2	59.68337709099738	79.44751366243898
PCCB	59.682735241997385	79.44665926529052
GNRHR	59.68140799199739	79.44489249675884
RNU4ATAC	59.68140799199739	79.44489249675884
NAGLU	59.642892161997395	79.39362215852917
CASR	59.6422503129974	79.39276776138072
TNIK	59.6416084639974	79.39191336423227
COX1	59.59425672299741	79.32888110511091
EIF2B4	59.57618587299741	79.3048260972973
KBTBD13	59.56658077399741	79.29204027197666
SPTB	59.56345374399741	79.28787772671268
SLITRK6	59.56345374399741	79.28787772671268
SLC45A2	59.56345374399741	79.28787772671268
LETM1	59.56345374399741	79.28787772671268
SON	59.54869519799741	79.26823189160545
KCNAB2	59.532595787997415	79.24680116569358
SLC24A5	59.52203003799742	79.23273657001565
DOCK8	59.52203003799742	79.23273657001565
FASLG	59.52203003799742	79.23273657001565
RPS6KA3	59.52138818899742	79.2318821728672
TRAK1	59.47120076899741	79.16507520029838
CHKB	59.444167627997416	79.1290900408852
EVC2	59.44154949899742	79.12560491907013
SDHD	59.434511408997416	79.11623616718833
DDX59	59.218028198997416	78.82806459207889
TRDN	59.218028198997416	78.82806459207889
FBXO38	59.21738634999742	78.82721019493044
POGZ	59.21738634999742	78.82721019493044
CLN6	59.10229972799741	78.67401266457338
ASPA	59.09969323899742	78.67054303734163
DSE	59.09251963899742	78.66099390135459
SLC12A3	59.08002109899743	78.6443564727135
IKZF1	59.03937924999743	78.59025608478186
LIAS	59.02733104999743	78.57421812612799
PTPRQ	59.02471292099743	78.57073300431291
GAS2L2	59.02273664099743	78.5681022796463
POMT2	59.02273664099743	78.5681022796463
SLC25A46	58.99833880099743	78.53562510055204
CUL7	58.99765339999743	78.53471272916882
ECEL1	58.99765339999743	78.53471272916882
LZTR1	58.99389399999743	78.52970840472506
NOP56	58.96023333999743	78.48490102492215
EPS8	58.96023333999743	78.48490102492215
HAL	58.96023333999743	78.48490102492215
CLEC7A	58.95953403899743	78.48397015055714
DSP	58.958892189997435	78.48311575340868
FUZ	58.958892189997435	78.48311575340868
LIPT1	58.955132789997435	78.47811142896492
STAT3	58.95380553999744	78.47634466043326
TRAPPC2	58.92325293899744	78.43567457265203
GCGR	58.92325293899744	78.43567457265203
CLRN1	58.92325293899744	78.43567457265203
FLT4	58.920888868997444	78.43252764141627
MC1R	58.92018956799745	78.43159676705125
MYBPC1	58.91954771899745	78.4307423699028
SNCA	58.91578831899745	78.42573804545904
NGF	58.91202891899745	78.42073372101528
CARD14	58.91202891899745	78.42073372101528
CST3	58.91144480699745	78.41995618046109
CD46	58.91144480699745	78.41995618046109
ZBTB11	58.91144480699745	78.41995618046109
ACAN	58.89760150599745	78.4015286735247
IGFBP7	58.89432281599745	78.39716424608667
TBCE	58.89432281599745	78.39716424608667
KRT18	58.79299556599745	78.262282500597
IL6	58.79299556599745	78.262282500597
NCF2	58.79299556599745	78.262282500597
GRIN1	58.79299556599745	78.262282500597
LRSAM1	58.789223325997455	78.2572610841902
FLNC	58.789223325997455	78.2572610841902
ARSG	58.789223325997455	78.2572610841902
DHFR	58.789223325997455	78.2572610841902
FAT4	58.77873400499745	78.243298226958
GDAP1	58.76118228499746	78.21993425892427
IVD	58.75429585499746	78.21076738921654
MVK	58.75296860499746	78.20900062068488
CD79B	58.74903718499747	78.20376731185776
GRIK2	58.74903718499747	78.20376731185776
IER3IP1	58.70104359499748	78.13988065558796
CARD9	58.67359944399748	78.10334838030799
SH2B3	58.67359944399748	78.10334838030799
CAP2	58.67359944399748	78.10334838030799
MMAA	58.67359944399748	78.10334838030799
ACVRL1	58.672272193997486	78.10158161177631
ASPH	58.67163034499749	78.10072721462788
DAO	58.66902617499749	78.09726067433243
HUWE1	58.66902617499749	78.09726067433243
UQCRQ	58.5183353949975	77.8966686772576
GUSB	58.5176499939975	77.89575630587439
FBXO31	58.499460593997505	77.87154349025559
AASS	58.44974478299751	77.80536429989847
CEP41	58.446657943997515	77.80125525487489
APCDD1	58.43853022399752	77.79043604226969
LRBA	58.43853022399752	77.79043604226969
FLT1	58.43853022399752	77.79043604226969
PHOX2A	58.43853022399752	77.79043604226969
SFXN4	58.43853022399752	77.79043604226969
FOS	58.43853022399752	77.79043604226969
EBP	58.43794611199752	77.78965850171548
TNNT2	58.422916381997524	77.76965168008914
LHX1	58.422916381997524	77.76965168008914
SMARCA2	58.42158913199753	77.76788491155746
MBTPS2	58.384762491997535	77.71886313820706
SOX4	58.37910624199754	77.71133382232289
GDI1	58.375414921997546	77.70642012255544
EPHB2	58.34363867099754	77.66412117335867
SPIB	58.34363867099754	77.66412117335867
DUOX2	58.34363867099754	77.66412117335867
TNFRSF11B	58.338624269997545	77.65744625462294
MED12	58.336647989997545	77.65481552995632
PUS1	58.27526852999754	77.57311027592037
SUFU	58.27526852999754	77.57311027592037
FMN2	58.259377799997544	77.55195733434242
ERLIN2	58.18424825899755	77.45194866315161
DCDC2	58.148823489997554	77.40479299005985
FCGR2B	58.148823489997554	77.40479299005985
YARS1	58.14818164099756	77.40393859291139
SOS1	58.14818164099756	77.40393859291139
RPL21	58.104419980997555	77.34568526928595
TAPT1	58.104419980997555	77.34568526928595
PROM1	58.10205591099756	77.34253833805018
ACVR1	58.09969184099756	77.33939140681441
HABP2	58.09904999199756	77.33853700966597
COA8	58.09904999199756	77.33853700966597
THAP1	58.09459571199756	77.33260769587032
CD3E	58.094218067997566	77.33210499514675
CRB1	58.094218067997566	77.33210499514675
REEP1	58.09052674799757	77.32719129537931
APOL4	58.08271424799757	77.31679168780447
DGCR6	58.08026925799757	77.31353703992934
PPIB	58.06403494599757	77.29192673925124
LIPT2	58.06403494599757	77.29192673925124
GFM1	58.06094810699757	77.28781769422767
NDUFA10	58.05832997799757	77.28433257241258
PPARG	58.05700272799758	77.28256580388091
MBTPS1	58.05600436599758	77.28123683453467
RAX	58.05272567599758	77.27687240709663
ELP2	58.05272567599758	77.27687240709663
ZNF41	58.05204027499758	77.27596003571342
CDK5RAP2	58.020264023997576	77.23366108651665
RNR1	58.01957862299758	77.23274871513343
VPS37A	58.00910815699758	77.21881095673014
YWHAG	58.00727200599758	77.21636676474957
VAMP7	57.97779387499758	77.17712695746127
PDYN	57.97779387499758	77.17712695746127
STT3A	57.97779387499758	77.17712695746127
FKTN	57.976466624997585	77.1753601889296
TMEM165	57.96580795499759	77.16117190281507
ROBO3	57.96448070499759	77.1594051342834
SKI	57.963838855997594	77.15855073713496
MST1R	57.9408913459976	77.12800416448603
TRMT5	57.9408913459976	77.12800416448603
TDP1	57.9402059449976	77.1270917931028
IMPDH1	57.9395640959976	77.12623739595436
BAZ1B	57.93587277599761	77.12132369618692
CD3G	57.91907870599761	77.09896827377611
CFH	57.91907870599761	77.09896827377611
AK2	57.918436856997616	77.09811387662766
MFRP	57.918436856997616	77.09811387662766
TNXB	57.918436856997616	77.09811387662766
CLIP1	57.918436856997616	77.09811387662766
SPP1	57.87108511599762	77.03508161750631
FARSB	57.870443266997626	77.03422722035785
TUSC3	57.86980141799763	77.0333728232094
PIGO	57.822449676997635	76.97034056408805
TWIST2	57.74532192699763	76.86767197744733
EP300	57.72934454599764	76.8464036904107
BIRC3	57.70496740599765	76.81395406611668
GNA14	57.70496740599765	76.81395406611668
ANK1	57.70496740599765	76.81395406611668
HARS2	57.699880755997654	76.80718297314125
NAXD	57.699880755997654	76.80718297314125
FLI1	57.69923890699766	76.8063285759928
CDH11	57.692943416997664	76.79794833592992
SFRP4	57.67904023699767	76.7794411210765
CDK5	57.67904023699767	76.7794411210765
ATP7B	57.677712986997676	76.77767435254484
FYB1	57.66455508699767	76.76015921699167
COX3	57.66455508699767	76.76015921699167
CCBE1	57.64648423699767	76.73610420917805
SPTAN1	57.62528891799768	76.70789006517504
TYMP	57.59661370899768	76.66971906732203
OVOL2	57.59661370899768	76.66971906732203
MPDU1	57.59661370899768	76.66971906732203
SMC1A	57.595286458997684	76.66795229879035
POMGNT1	57.57392758899769	76.63952044391138
LMNB2	57.564664248997694	76.62718955100483
PLCG2	57.5541626889977	76.61321040183063
MME	57.5541626889977	76.61321040183063
NRXN1	57.5463501889977	76.60281079425577
CTNS	57.5257936799977	76.57544700203705
LAMA1	57.5257936799977	76.57544700203705
HNF1B	57.5238173999977	76.57281627737042
RTN2	57.5224901499977	76.57104950883875
PARN	57.5224901499977	76.57104950883875
HAAO	57.5218047489977	76.57013713745555
KCNA2	57.521119347997704	76.56922476607232
TGFB3	57.49344435799771	76.53238520951071
TUBA8	57.48510450799771	76.52128362010487
ALK	57.456975797997714	76.48384009426978
ATP6V1A	57.456975797997714	76.48384009426978
SMOC1	57.40885535799772	76.41978458165171
GOSR2	57.402491787997725	76.41131371691252
CTSD	57.367687867997724	76.36498448682403
CHRNE	57.356149487997726	76.3496251749457
TCF12	57.34803823799773	76.33882788637719
USH1G	57.34407414699773	76.33355108755595
ACTC1	57.34338874599773	76.33263871617272
COL4A6	57.34338874599773	76.33263871617272
ETFA	57.34338874599773	76.33263871617272
STAT5B	57.34169955599773	76.33039015129346
OTC	57.33159855599773	76.31694420747093
HYAL1	57.330271305997734	76.31517743893926
TG	57.330271305997734	76.31517743893926
FLRT1	57.32525690499774	76.30850252020353
LEMD3	57.31912193499774	76.30033595630165
CHRNG	57.31278681399774	76.29190296144225
MAX	57.30094349399774	76.27613772875318
FTL	57.30094349399774	76.27613772875318
DARS2	57.295692082997746	76.26914731421057
SPTA1	57.28526145399775	76.25526258482066
LYRM7	57.28526145399775	76.25526258482066
SLC12A1	57.28342530299775	76.25281839284008
PHACTR1	57.28209805299775	76.25105162430842
ATP6V0A2	57.252737442997756	76.2119682550722
ACSL4	57.227202962997765	76.17797803790386
LTC4S	57.19542671199776	76.13567908870709
SHROOM4	57.19474131099776	76.13476671732387
GLS	57.18965466099777	76.12799562434844
CCDC50	57.16704094099777	76.0978933761811
PPM1D	57.16704094099777	76.0978933761811
POU4F3	57.16307684999777	76.09261657735985
KRT14	57.16307684999777	76.09261657735985
SH2D1A	57.16307684999777	76.09261657735985
FGFR2	57.16307684999777	76.09261657735985
HERC1	57.106320029997775	76.01706474949476
CEP78	57.09673888999778	76.00431081719145
SMO	57.09673888999778	76.00431081719145
PDHX	57.09605348899778	76.00339844580823
GPAA1	57.08691373899779	75.99123206970172
ERGIC1	57.06607825899779	75.96349692530065
C1S	57.06231885899779	75.95849260085689
NPM1	57.047888858997794	75.93928410968185
DISP1	57.037787858997795	75.92583816585932
ZNF469	57.0371460099978	75.92498376871086
FGF3	57.0359952599978	75.92345194811352
KIAA0586	57.014791049997804	75.8952259688579
SASS6	57.001695449997804	75.8777937639354
HYLS1	57.00036819999781	75.87602699540372
GREB1L	56.98679188999781	75.85795489347548
TRNK	56.98679188999781	75.85795489347548
GPR161	56.93257586499781	75.78578524428919
MYH9	56.93124861499781	75.7840184757575
PEX19	56.93124861499781	75.7840184757575
TSPEAR	56.92441300399782	75.77491925374994
MUSK	56.92180883399782	75.7714527134545
NRTN	56.911914463997824	75.75828182510885
TBP	56.911914463997824	75.75828182510885
VHL	56.90942256399783	75.75496473299805
FLAD1	56.90827181399783	75.7534329124007
SRY	56.90827181399783	75.7534329124007
AP3D1	56.90827181399783	75.7534329124007
TK2	56.89040097399783	75.7296441478525
DNM1	56.878246514997834	75.71346474255527
IFT57	56.55404273499785	75.28190095551133
DLG1	56.54275025499785	75.26686897336134
TNC	56.54275025499785	75.26686897336134
THOC2	56.54275025499785	75.26686897336134
SAR1B	56.536074644997846	75.25798273664803
COA6	56.536074644997846	75.25798273664803
TENM3	56.536074644997846	75.25798273664803
TSFM	56.53538924399785	75.25707036526481
JRK	56.53406199399785	75.25530359673314
ABCA12	55.90741385399785	74.42114106956438
MTHFS	55.89833309099785	74.40905321398932
IL12RB1	55.897005840997856	74.40728644545767
TNNT1	55.897005840997856	74.40728644545767
SNRPN	55.88889459099786	74.39648915688916
SOST	55.88314607099786	74.38883701581574
KCNMA1	55.88078200099786	74.38569008457996
RNF43	55.61232282999786	74.02833072096166
LTBP3	55.61232282999786	74.02833072096166
FANCA	55.60668006999786	74.02081936228787
PSMB4	55.60166566899786	74.01414444355214
XPC	55.60166566899786	74.01414444355214
HPD	55.59857882999786	74.01003539852856
CUX1	55.597936980997865	74.00918100138011
MAOA	55.59725157999787	74.0082686299969
HPS6	55.59457599899787	74.00470703096525
WHRN	55.59389059799787	74.00379465958203
SLC6A9	55.59389059799787	74.00379465958203
HFE	55.58944579699787	73.99787796375506
MPC1	55.58944579699787	73.99787796375506
NIPBL	55.588118546997876	73.99611119522339
FIG4	55.58677739699788	73.99432592370992
FOXE3	55.54601285599788	73.94006221435075
TBX6	55.54099845499788	73.93338729561502
ZNF408	55.538634384997884	73.93024036437924
C8B	55.536270314997886	73.92709343314348
POF1B	55.536270314997886	73.92709343314348
LSS	55.536270314997886	73.92709343314348
MMP14	55.536270314997886	73.92709343314348
PAK3	55.52616931499789	73.91364748932094
NSMF	55.476252644997885	73.84720092555224
PIGT	55.47446004599789	73.84481470780645
VAPB	55.45932420599789	73.82466663787804
RPL15	55.45932420599789	73.82466663787804
NGLY1	55.45932420599789	73.82466663787804
MIR96	54.38957045599789	72.40066418005819
TMLHE	54.38957045599789	72.40066418005819
GLDN	54.388928606997894	72.39980978290973
GALK1	54.388928606997894	72.39980978290973
COCH	54.388928606997894	72.39980978290973
PGM1	54.388928606997894	72.39980978290973
TARS2	54.388928606997894	72.39980978290973
RARS1	54.388243205997895	72.3988974115265
CCDC47	54.3806133649979	72.38874095043744
TREX1	54.3727197849979	72.37823341323927
PHEX	54.370693233997905	72.3755357703426
SOX11	54.370693233997905	72.3755357703426
CTLA4	54.35563831399791	72.35549541705355
CNTN2	54.35441235299791	72.35386347935089
EDA	54.00276370299791	71.88576645993025
FIP1L1	54.00276370299791	71.88576645993025
SLC17A5	53.99266270299791	71.87232051610773
ESRRB	53.98123445299792	71.85710780375354
GYS2	53.98123445299792	71.85710780375354
GNB3	53.97990720299792	71.85534103522187
PKP1	53.97990720299792	71.85534103522187
TUBA4A	53.97990720299792	71.85534103522187
RMND1	53.97990720299792	71.85534103522187
ACAD8	53.978579952997926	71.8535742666902
A2ML1	53.978579952997926	71.8535742666902
DDB2	53.94491929299792	71.80876688688728
PIGL	53.941832453997925	71.8046578418637
NR3C1	53.86365096399792	71.70058656946478
OSGEP	53.86365096399792	71.70058656946478
NDRG1	53.857274553997925	71.69209861276254
CORIN	53.856123803997924	71.69056679216519
CANT1	53.856123803997924	71.69056679216519
CYP7B1	53.84710943399792	71.67856731561677
FCGR3A	53.84710943399792	71.67856731561677
KLC2	53.84710943399792	71.67856731561677
MYT1L	53.83899818399792	71.66777002704828
RRAS	53.838312782997924	71.66685765566505
RGR	53.80465212299792	71.62205027586214
VARS2	53.80228805299792	71.61890334462637
CNKSR2	53.80096080299793	71.6171365760947
EFNB1	53.744799132997926	71.54237698201497
RFT1	53.73153780199793	71.52472416431
ISL1	53.730210551997935	71.52295739577833
SPTBN2	53.72588155199794	71.51719484842583
KRT3	53.72404540099794	71.51475065644526
GPC4	53.72404540099794	71.51475065644526
DCHS1	53.689572679997944	71.46886230182933
ZNF365	53.68276380899795	71.45979867476657
COQ2	53.68276380899795	71.45979867476657
ACADS	53.43014567999795	71.12352611055648
C2CD3	53.42881842999795	71.12175934202483
COLQ	53.426443838997955	71.11859840576233
PXDN	53.421999037997956	71.11268170993536
GLT8D1	53.42094529799795	71.11127902417715
CPA6	53.42094529799795	71.11127902417715
IL2RA	53.39962708899795	71.08290129517894
HBA1	53.39962708899795	71.08290129517894
KIAA1109	53.390899448997956	71.07128349920396
CLPB	53.38511349799796	71.06358153186353
TBX19	53.37765127799797	71.05364819942997
RAB18	53.324377828997974	70.9827332600689
PRKDC	53.32068650899798	70.97781956030146
CHMP1A	53.317680589997984	70.97381823191724
WDR72	53.313235788997986	70.96790153609027
PTRH2	53.313235788997986	70.96790153609027
GNB1	53.30814913899799	70.96113044311484
DSC3	53.24909990899799	70.88252707420646
KANK1	53.24909990899799	70.88252707420646
OCRL	53.24909990899799	70.88252707420646
NUP214	53.22963506899799	70.85661645692555
COQ9	53.228307818998	70.85484968839388
PDE6B	53.226980568998	70.8530829198622
CHST11	53.224616498998	70.84993598862644
POLR1D	53.221337808998	70.84557156118841
PCLO	53.215684167998006	70.83804571827397
CENPE	53.21435691799801	70.83627894974231
TRIM36	53.211110898998015	70.83195801229843
NSD2	53.211110898998015	70.83195801229843
KLHL41	53.19635235299802	70.81231217719119
VPS45	53.19437607299802	70.80968145252456
MRAP	53.19369067199802	70.80876908114135
NBN	53.14105907199802	70.73870853892872
PRKRA	53.13540935199802	70.73118791545252
SCO1	53.12446982199802	70.7166257626137
ATP8B1	53.12116629199802	70.7122282694154
NANS	53.12116629199802	70.7122282694154
LIFR	53.118835252998025	70.7091253073877
DNASE1L3	53.115075852998025	70.70412098294392
PEX16	53.11443400399803	70.70326658579548
GRIA3	53.107598392998035	70.6941673637879
ARF1	53.078232092998036	70.65507642030948
GTF2E2	53.07064580399804	70.64497793345517
TBL1Y	53.060253762998045	70.63114457047256
PDZD7	53.060253762998045	70.63114457047256
ACY1	53.060253762998045	70.63114457047256
ALDH7A1	53.05656244299805	70.62623087070511
SLC44A4	53.02826241599805	70.58855929628496
PDCD10	53.02826241599805	70.58855929628496
ANTXR2	53.02762056699805	70.58770489913651
TRIT1	53.01424087699805	70.56989452787596
DRD2	53.001209495998054	70.5525478080605
DNMT3B	53.001209495998054	70.5525478080605
SPRTN	52.99619509499806	70.54587288932477
ICOS	52.99054537499806	70.53835226584859
KDM1A	52.99054537499806	70.53835226584859
GLYCTK	52.98291545399806	70.52819569826751
ZIC1	52.97483144399806	70.51743467021873
ISCA1	52.97086735299806	70.51215787139749
MLYCD	52.96954010299807	70.51039110286582
MAG	52.96821285299807	70.50862433433416
TRAPPC2L	52.96752745199807	70.50771196295094
STAT4	52.958353141998074	70.49549958230838
MCFD2	52.956560542998076	70.49311336456259
CR2	52.956560542998076	70.49311336456259
MOG	52.956560542998076	70.49311336456259
RAB39B	52.956560542998076	70.49311336456259
IDS	52.92357296699807	70.44920196037118
CEP250	52.91860211799808	70.44258501587022
RAB7A	52.91860211799808	70.44258501587022
A2M	52.91860211799808	70.44258501587022
HNF4A	52.91860211799808	70.44258501587022
TXNL4A	52.91727486799808	70.44081824733854
GH1	52.90926107799808	70.43015069262658
TEX15	52.90884682799808	70.42959926383455
ATP7A	52.90884682799808	70.42959926383455
DYM	52.88838166699809	70.40235706948498
FREM1	52.88065817599809	70.39207594621998
RUNX1	52.878294105998094	70.38892901498421
CYBA	52.878294105998094	70.38892901498421
FRG1	52.878294105998094	70.38892901498421
CALM3	52.8776522569981	70.38807461783576
DNAJC19	52.8776522569981	70.38807461783576
TECR	52.8708754379981	70.37905365678543
MRPL3	52.82352369699811	70.31602139766407
PLCB1	52.82283829599811	70.31510902628085
WDR48	52.78445913599811	70.2640206162902
SARDH	52.78445913599811	70.2640206162902
TPM3	52.77570311899811	70.2523650462782
SMARCAL1	52.76996743899811	70.24472999716781
ACD	52.76799115899811	70.24209927250118
CHD4	52.76730575799811	70.24118690111796
MFSD2A	52.76730575799811	70.24118690111796
HOXA11	52.76221910799811	70.23441580814253
GNAO1	52.76221910799811	70.23441580814253
SCO2	52.39734341799812	69.74871161747369
EEF1A2	52.394039887998126	69.74431412427539
SMARCC2	52.36636489799813	69.70747456771377
RAPSN	52.36267357799814	69.70256086794635
CEP164	52.35653860799814	69.69439430404447
CSPP1	52.355211357998144	69.69262753551278
ATAD1	52.343804947998144	69.67744389546957
MTMR2	52.32648178799815	69.65438417502716
B4GALT1	52.32074610799815	69.64674912591677
NANOS1	52.32006070699815	69.64583675453356
EPB42	52.32006070699815	69.64583675453356
LAMP2	52.32006070699815	69.64583675453356
ITGB4	52.31822455599815	69.643392562553
NPR2	52.31822455599815	69.643392562553
ACTN1	52.31494586599815	69.63902813511497
NCAPD2	52.31494586599815	69.63902813511497
CCN2	52.31494586599815	69.63902813511497
PEX6	52.31494586599815	69.63902813511497
CTNNB1	52.181959504998154	69.46200337131255
MAF	52.17865597499816	69.45760587811425
JPH1	52.16976719599816	69.44577358199655
WFS1	52.16600779599816	69.44076925755279
MKS1	52.16297745599817	69.43673542116005
GLDC	52.15224556599817	69.4224496682594
CITED2	52.151603716998174	69.42159527111095
COX6B1	52.14832502699817	69.41723084367291
GFI1B	52.145021496998176	69.41283335047463
INPPL1	52.145021496998176	69.41283335047463
LRP6	52.141742806998174	69.4084689230366
ASCC1	52.141742806998174	69.4084689230366
SLC19A2	52.141057405998176	69.40755655165339
CEP126	52.13973015599818	69.4057897831217
ACP5	52.13973015599818	69.4057897831217
KIAA0556	52.13973015599818	69.4057897831217
TRNE	52.13160243599818	69.3949705705165
ARSA	52.125467465998184	69.38680400661462
PDE6A	52.123674866998186	69.38441778886883
ANK3	52.12131079699819	69.38127085763306
TSEN15	52.12066894799819	69.38041646048461
HLA-DPA1	52.11805081899819	69.37693133866954
ALG9	52.116824857998196	69.37529940096687
RNASEH2C	52.1154976079982	69.3735326324352
HMGCL	52.114170357998205	69.37176586390353
HNRNPA2B1	52.10364135799821	69.35775018797963
HES7	52.10294205699821	69.35681931361461
NKX2-1	52.09861305699821	69.3510567662621
CNGB1	52.09480062599821	69.34598184961492
CERS1	52.09243655599821	69.34283491837915
FBXL4	52.08691169599821	69.33548050226318
WASHC4	52.08298027599822	69.33024719343607
CDC14A	52.035628534998224	69.26721493431471
F12	52.035628534998224	69.26721493431471
CCR1	52.035628534998224	69.26721493431471
CCL2	52.033835935998226	69.26482871656891
TMEM126A	52.033835935998226	69.26482871656891
C9ORF72	52.033835935998226	69.26482871656891
KCNJ18	52.027160325998224	69.2559424798556
TTC19	52.027160325998224	69.2559424798556
ATF6	52.026474924998226	69.2550301084724
SIK3	52.026474924998226	69.2550301084724
TOMM40	52.02186898499823	69.24889891250268
SALL4	52.02122713599823	69.24804451535425
ANOS1	52.02122713599823	69.24804451535425
BBS10	52.01943453699823	69.24565829760844
MEIS2	52.011180646998234	69.23467113383681
SLC25A19	52.00420367699824	69.22538374182895
KRT8	51.994919416998236	69.21302500126923
DMD	51.994919416998236	69.21302500126923
RAF1	51.96116688599823	69.16809532740582
ADGRG6	51.92445675499823	69.11922864498392
TFRC	51.92069735499823	69.11422432054016
EDC3	51.92069735499823	69.11422432054016
COL4A3	51.87334561399824	69.0511920614188
NUMA1	51.87334561399824	69.0511920614188
LOXL1	51.86324461399824	69.03774611759628
PPP1CB	51.86324461399824	69.03774611759628
NT5C2	51.82889855299824	68.99202636641016
SLC26A4	51.82247747199824	68.98347894591654
PRKACG	51.82179207099824	68.98256657453334
NOS1AP	51.82179207099824	68.98256657453334
SLC16A2	51.821150221998245	68.98171217738488
COG2	51.79662872199824	68.9490703883101
DCAF17	51.758264471998245	68.8980018257625
SET	51.752614751998244	68.89048120228631
DNAJC21	51.73657773199825	68.86913352680858
PCK1	51.732137410998256	68.86322279453258
FBP1	51.72836517099826	68.85820137812577
MRPS2	51.72772332199826	68.85734698097733
GDF3	51.727037920998264	68.8564346095941
ZFP57	51.727037920998264	68.8564346095941
PDE8B	51.708950389998265	68.83235739687119
KPTN	51.707799639998264	68.83082557627384
AP5Z1	51.70386821999827	68.82559226744672
MET	51.70318281899827	68.82467989606351
DNAI1	51.70318281899827	68.82467989606351
SOX5	51.70318281899827	68.82467989606351
PTHLH	51.683547448998276	68.79854227781239
HMGCS2	51.680268758998274	68.79417785037437
AIMP1	51.67962690999828	68.79332345322592
B3GAT3	51.629188329998286	68.72618214908098
NEFH	51.62084847999829	68.71508055967516
IREB2	51.62084847999829	68.71508055967516
PLXND1	51.61707623999829	68.71005914326835
SUZ12	51.596698269998285	68.68293301319835
SLC45A1	51.58964929899829	68.67354977707592
G6PC	51.5390515389983	68.60619658051067
POC1A	51.5390515389983	68.60619658051067
SMARCB1	51.5350874479983	68.60091978168943
PEX13	51.52445168799831	68.58676199221613
DIP2B	51.517616076998316	68.57766277020855
RPS17	51.51697422799832	68.57680837306009
SYNE4	51.51697422799832	68.57680837306009
NLRC4	51.51697422799832	68.57680837306009
MC4R	51.51056514699832	68.56827692636372
H19	51.51056514699832	68.56827692636372
POLG	51.50987974599832	68.56736455498051
SOHLH1	50.98505883499833	67.8687493202321
NDUFB3	50.98505883499833	67.8687493202321
GBA	50.98437343399833	67.86783694884888
LDHA	50.95865456399833	67.83360128097452
PTH1R	50.95865456399833	67.83360128097452
AP4S1	50.95537587399833	67.82923685353649
GRXCR2	50.91267131399833	67.77239068833248
DYNC1H1	50.91267131399833	67.77239068833248
RNASEH1	50.88696457299834	67.73817116597368
COL2A1	50.87915207299834	67.72777155839884
CRYAB	50.85852298299834	67.7003111499987
BBS5	50.85852298299834	67.7003111499987
HGF	50.84699040299834	67.68495955878903
MYO7A	50.84699040299834	67.68495955878903
MPLKIP	50.84432872199834	67.68141646273918
EHMT1	50.83591296099834	67.6702138244232
TSHB	50.796241900998346	67.6174057020452
CRYGC	50.79191290099835	67.6116431546927
MEGF10	50.79191290099835	67.6116431546927
AFF2	50.78553537199835	67.60315370843387
DRD3	50.77988565199835	67.59563308495767
PIK3C2A	50.77744066199835	67.59237843708254
PDCD1	50.77439119099835	67.58831913446356
GRIN2B	50.77439119099835	67.58831913446356
SCN1B	50.741886289998355	67.54505024298719
SLC22A5	50.17868485699836	66.79534478522211
SPIDR	50.12868485699836	66.7287872967431
PYCR1	50.12868485699836	66.7287872967431
COL7A1	50.125395285998366	66.72440838506445
ACAD9	50.125395285998366	66.72440838506445
RELA	50.125395285998366	66.72440838506445
